,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre
273,James Ponsoldt,Sony Classics,Comedy / Drama,R,Smashed,2012-10-12,0,smashed,4,Mary Elizabeth Winstead,85,2012,29262.1443038,444219.121788,55754.6880508,1.13479151914,1,Comedy
383,Mike Cahill,Fox Searchlight,Drama,PG-13,Another Earth,2011-07-22,0,anotherearth,4,William Mapother,92,2011,84431.5443038,1558428.87329,33858068.1874,1.13394355823,1,Drama
410,Todd Solondz,Fine Line,Comedy / Drama,R,Storytelling,2002-01-25,0,storytelling,4,Paul Giamatti,87,2002,109007.42069,2016452.5475,253088.399459,1.13332320185,1,Comedy
291,Josh Radnor,IFC,Comedy / Drama,PG-13,Liberal Arts,2012-09-14,0,liberalarts,4,Josh Radnor,97,2012,29796.4936709,386123.385003,48462.9847507,1.13299700207,1,Comedy
393,Rebecca Miller,IFC,Drama,R,The Ballad of Jack and Rose,2005-03-25,0,balladofjackandrose,4,Daniel Day-Lewis,120,2005,79712.221875,1280154.32886,160674.330235,1.13269441278,1,Drama
4819,"Gary Trousdale, Kirk Wise",Buena Vista,Animation,PG,Atlantis: The Lost Empire,2001-06-08,1,atlantis,2,Michael J. Fox,95,2001,1.25637479316E+11,197319351.573,161264822.134,1.13265222153,0,Animation
344,Paul Weitz,Focus Features,Comedy / Drama,R,Being Flynn,2012-03-02,0,beingflynn,4,Robert De Niro,86,2012,47776.4810127,637142.215876,79968.7765578,1.1320645188,1,Comedy
351,Marc Forster,Relativity,Action,R,Machine Gun Preacher,2011-09-23,0,machinegunpreacher,4,Gerard Butler,123,2011,49014.6075949,635417.697741,31741938.9257,1.1317035006,0,Action
355,Mark Pellington,Gramercy,Comedy,R,Going All the Way,1997-09-19,0,goingalltheway,4,Jeremy Davis,103,1997,39651.04,411048.529955,26691588.785,1.12985293589,1,Comedy
348,Steven Shainberg,Picturehouse,Drama,R,Fur,2006-11-10,0,fur,4,Nicole Kidman,118,2006,38035.8,388907.1648,48812.3635205,1.12980370703,1,Drama
381,Kevin Allen,Warner Bros.,Unknown,R,The Big Tease,2000-01-28,0,bigtease,4,Craig Ferguson,88,2000,46963.3584906,490475.489241,61560.3694791,1.12953819935,1,Unknown
305,Ericson Core,Fine Line,Unknown,PG-13,Invincible,2002-09-20,0,invincible,4,Mark Wahlberg,135,2002,21143.7827586,179344.781379,22509.843753,1.12915260162,1,Unknown
390,Spike Lee,Variance Films,Drama,R,Red Hook Summer,2012-08-10,0,redhooksummer,4,Clarke Peters,121,2012,43519.0632911,399638.794571,50159.2976609,1.12835403181,1,Drama
363,Daryl Wein,Fox Searchlight,Comedy,R,Lola Versus,2012-06-08,0,lolaversus,4,Greta Gerwig,89,2012,34553.5063291,297960.639148,37397.5067004,1.12819188293,1,Comedy
385,David Moreton,Strand,Comedy / Drama,R,Testosterone,2004-09-10,0,testosterone,4,David Sutcliffe,105,2004,40757.7677419,354442.665952,44486.6551649,1.12791987032,1,Comedy
209,Spike Lee,Buena Vista,Crime Drama,R,25th Hour,2002-12-19,0,25thhour,5,Edward Norton,134,2002,161045.12069,28633792.4899,6614785.99222,1.12675499402,0,Crime
4800,Shana Feste,Sony / Screen Gems,Music Drama,PG-13,Country Strong,2010-12-22,0,countrystrong,2,Gwyneth Paltrow,112,2010,24421179212.1,24464894.41,16371941.1527,1.12585819722,0,Music
4846,"Ron Clements, John Musker",Buena Vista,Animation,G,The Princess and the Frog,2009-11-25,0,princessandthefrog,2,Anika Noni Rose,95,2009,2.88298424138E+11,136633214.954,116483403.795,1.1256040026,0,Animation
270,Robert M. Young,MGM,Unknown,PG,Rich Kids,1979-08-17,0,richkids,5,Trini Alvarado,101,1979,182115.648,21862563.1361,2744009.84564,1.12330364477,1,Unknown
361,Gavin O'Connor,Miramax,Foreign,R,Warrior,2005-07-15,0,warrior,4,Joel Edgerton,86,2005,18996.65625,90325.6693066,11336.8971327,1.12280024055,1,Foreign
353,James C. Strouse,Weinstein Company,Drama,PG-13,Grace Is Gone,2007-12-07,0,graceisgone,4,John Cusack,90,2007,17513.2941176,81033.761756,10170.6561685,1.12263493281,1,Drama
274,Terry Zwigoff,MGM,Comedy,R,Ghost World,2001-07-20,1,ghostworld,5,Thora Birch,111,2001,151361.925,14596162.5996,9407114.62451,1.12215891768,0,Comedy
4866,Jessie Nelson,New Line,Drama,PG-13, I Am Sam,2001-12-28,0,iamsam,2,Sean Penn,132,2001,4.3206620396E+11,94630530.0246,36284584.9802,1.12103012467,1,Drama
283,Todd Field,New Line,Drama,R,Little Children,2006-10-06,0,littlechildren,5,Kate Winslet,130,2006,129297.96,9518764.3056,30694444.4444,1.12049495071,0,Drama
232,Ari Folman,Sony Classics,Foreign,R,Waltz with Bashir,2008-12-25,0,waltzwithbashir,5,Ari Folman,90,2008,60447.9126761,3335225.97745,418610.171978,1.12040440136,1,Foreign
237,Douglas McGrath,MGM,Period Drama,PG,Nicholas Nickleby,2002-12-27,0,nicholasnickleby,5,Charlie Hunnam,132,2002,63409.1586207,3473304.47197,435940.64952,1.12019600696,1,Period
343,Bill Condon,Fox Searchlight,Period Drama,R,Kinsey,2004-11-12,0,kinsey,5,Liam Neeson,124,2004,233926.780645,19639298.5446,13859184.7538,1.1198518454,0,Period
315,Thomas McCarthy,Fox Searchlight,Comedy,R,Win Win,2011-03-18,0,winwin,5,Paul Giamatti,106,2011,163304.551899,12007075.4704,1507029.61922,1.11982187559,1,Comedy
229,Tony Goldwyn,ThinkFilm,Foreign,R,The Last Kiss,2002-08-16,0,lastkiss,5,Zach Braff,112,2002,49647.1344828,2295479.27408,288109.687287,1.1194976437,1,Foreign
250,John Cameron Mitchell,Lionsgate,Drama,PG-13, Rabbit Hole,2010-12-17,0,rabbithole,5,Nicole Kidman,92,2010,59155.8,2697160.18,5457313.71758,1.11885165224,0,Drama
420,Dror Soref,Anchor Bay Films,Thriller,R,Not Forgotten,2009-05-15,0,notforgotten,4,Simon Baker,100,2009,21127.392,70336.707584,8828.04122583,1.11859962331,1,Thriller
346,Catherine Hardwicke,Fox Searchlight,Drama,R,Thirteen,2003-08-20,0,thirteen,5,Evan Rachel Wood,95,2003,166251.8,9408672.8307,2586956.52174,1.11774217956,0,Drama
219,Rusty Cundieff,IDP,Unknown,R,Fear of a Black Hat,1994-06-03,0,fearofablackhat,5,Kasi Lemmons,88,1994,31789.9463415,1023990.5481,128522.853669,1.11766889266,1,Unknown
330,James Ivory,Lions Gate,Period Drama,R,The Golden Bowl,2001-04-27,0,goldenbowl,5,Kate Beckinsale,134,2001,138153.321429,7161007.14047,898790.783039,1.11754006623,1,Period
375,Mike Mills,Focus Features,Drama,R,Beginners,2011-06-03,0,beginners,5,Ewan McGregor,104,2011,153505.974684,6830712.53103,33858068.1874,1.11607684761,0,Drama
4894,Edward Zwick,Paramount Vantage,War,R,Defiance,2008-12-31,0,defiance,2,Daniel Craig,137,2008,3.77046483104E+11,41831541.5937,35373403.9934,1.11597409716,0,War
4895,John Flynn,Paramount Vantage,War,R,Defiance,2008-12-31,0,defiance,2,Art Carney,137,2008,3.77046483104E+11,41831541.5937,35373403.9934,1.11597409716,0,War
475,Adam and Mark Kassen,Millennium Ent.,Drama,R,Puncture,2011-09-23,0,puncture,4,Chris Evans,99,2011,31686.2658228,81324.8309245,10207.1569341,1.11526824338,1,Drama
376,Nicole Holofcener,Sony Classics,Comedy / Drama,R,Please Give,2010-04-30,0,pleasegive,5,Catherine Keener,90,2010,129935.3,4880624.54,3274388.23055,1.11515726713,0,Comedy
304,Niels Mueller,ThinkFilm,Drama,R,The Assassination of Richard Nixon,2004-12-29,0,assassinationofrichardnixon,5,Sean Penn,95,2004,51960.2032258,1357376.10631,170366.639033,1.11446500615,1,Drama
408,Jim Jarmusch,United Artists,Comedy,R,Coffee and Cigarettes,2004-05-14,0,coffeeandcigarettes,5,Roberto Benigni,95,2004,137227.412903,4211156.83542,6299629.43356,1.11343853157,1,Comedy
4880,Emilio Estevez,MGM (Weinstein),Drama,R,Bobby,2006-11-17,0,bobby,2,Harry Belafonte,120,2006,2.27048226248E+11,19589456.4624,1948355.23124,1.11295703319,1,Drama
409,Steven Soderbergh,Warner Bros.,War Drama,R,The Good German,2006-12-15,0,goodgerman,5,George Clooney,108,2006,101398.44,2280271.9104,286200.866953,1.11164263796,1,War
320,Keith Gordon,Paramount Classics,Unknown,R,The Singing Detective,2003-10-24,0,singingdetective,5,Robert Downey,109,2003,40503.32,689487.1126,86538.696559,1.11137550872,1,Unknown
389,Myles Connell,First Look,Crime Comedy,R,The Opportunists,2000-08-11,0,opportunists,5,Christopher Walken,90,2000,76033.3698113,1530649.80013,192114.482907,1.11137092327,1,Crime
135,Kevin Spacey,Lions Gate,Musical,PG-13,Beyond the Sea,2004-12-17,0,beyondthesea,6,Kevin Spacey,118,2004,62639.5354839,12100952.3732,1518812.50713,1.11123092951,1,Music
387,Oren Moverman,Millennium Ent.,Crime Drama,R,Rampart,2012-02-10,0,rampart,5,Woody Harrelson,107,2012,65648.9468354,1147137.19591,143979.13839,1.11051672479,1,Crime
449,James Cox,Lions Gate,Crime Drama,R,Wonderland,2003-10-03,1,wonderland,5,Val Kilmer,109,2003,131271.14,2168640.9888,272189.79882,1.10867426181,1,Crime
362,Zal Batmanglij,Fox Searchlight,Drama,R,Sound of My Voice,2012-04-27,0,soundofmyvoice,5,Christopher Denham,85,2012,39244.2683544,481278.568274,60406.0644712,1.10858168202,1,Drama
435,Lee Tamahori,Lionsgate,Drama,R,The Devil's Double,2011-07-29,0,devilsdouble,5,Dominic Cooper,108,2011,104712.926582,1605986.41238,202090344.493,1.10851020609,0,Drama
216,Phillip Noyce,Miramax,Drama / Thriller,R,The Quiet American,2002-11-22,0,quietamerican,6,Michael Caine,118,2002,150391.127586,28424160.8186,39688715.9533,1.10830993903,0,Drama
317,Frank Whaley,Trimark,Drama,R,Joe the King,1999-10-15,0,joetheking,5,Noah Fleiss,93,1999,20236.788,177500.919024,22278.4192577,1.10692245834,1,Drama
431,"Efram Potelle, Kyle Rankin",Miramax,Comedy,PG-13,The Battle of Shaker Heights,2003-08-22,0,battleofshakerheights,5,Shia La Beouf,85,2003,60873.67,573289.7599,51739130.4348,1.1054993392,1,Comedy
234,Peter Hedges,United Artists,Comedy / Drama,PG-13,Pieces of April,2003-10-17,0,piecesofapril,6,Katie Holmes,80,2003,69243.46,5170865.0136,388043.478261,1.10414447763,0,Comedy
429,Laurie Collyer,IFC,Drama,R,Sherrybaby,2006-09-08,0,sherrybaby,5,Maggie Gyllenhaal,96,2006,45901.68,347044.2624,43558.0564514,1.10410838752,1,Drama
525,Jonathan Hensleigh,Anchor Bay Films,Action / Crime,R,Kill the Irishman,2011-03-11,0,killtheirishman,5,Ray Stevenson,106,2011,157948.025316,1401547.26456,175910.403596,1.10354914662,1,Action
371,Todd Haynes,Focus Features,Period Drama,PG-13, Far from Heaven,2002-11-08,0,farfromheaven,6,Julianne Moore,107,2002,312547.210345,34798955.9074,178599221.79,1.10299923112,0,Period
337,"Scott McGehee, David Siegel",Fox Searchlight,Drama / Thriller,R, The Deep End,2001-08-10,0,deepend,6,Tilda Swinton,101,2001,217337.528571,20711910.7585,4031620.55336,1.10286936958,0,Drama
366,E. Elias Merhige,Lions Gate,Horror Comedy,R,Shadow of the Vampire,2000-12-29,1,shadowofthevampire,6,John Malkovich,93,2000,243107.015094,21735796.3852,2728098.98195,1.10220036906,1,Horror
286,George Hickenlooper,IDP,Drama,R,The Man from Elysian Fields,2002-09-27,0,manfromelysianfields,6,Andy García,106,2002,68570.4724138,3140330.31695,394148.443182,1.10071365672,1,Drama
332,Gary Winick,Miramax,Romantic Comedy,PG-13, Tadpole,2002-07-19,0,tadpole,6,Aaron Stanford,78,2002,119353.717241,6327176.39487,794135.204517,1.10041750835,1,Romantic
497,Ira Sachs,Music Box Films,Drama,Unrated,Keep the Lights On,2012-09-07,0,keepthelightson,5,Thure Lindhardt,101,2012,60357.5848101,290304.108906,36436.4635951,1.09990459782,1,Drama
313,Nicole Kassell,Newmarket,Drama,R,The Woodsman,2004-12-24,0,woodsman,6,Kevin Bacon,87,2004,74708.2741935,3018638.18387,378874.62736,1.09963033836,1,Drama
421,"Robert Pulcini, Shari Springer Berman",Fine Line,Comedy,R,American Splendor,2003-08-15,1,americansplendor,6,Paul Giamatti,101,2003,228378.15,12291873.451,1542774.98798,1.09911089352,1,Comedy
382,Isabel Coixet,Samuel Goldwyn,Drama,R,Elegy,2008-08-08,0,elegy,6,Penélope Cruz,108,2008,125881.892958,5230462.01406,552709.437398,1.09866727535,1,Drama
352,Michael Polish,Sony Classics,Drama,R,Twin Falls Idaho,1999-07-30,0,twinfallsidaho,6,Mark Polish,110,1999,85540.884,2901490.2877,364171.156463,1.09811246884,1,Drama
358,Liev Schreiber,Warner Independent,Drama,PG-13,Everything Is Illuminated,2005-09-16,0,everythingisilluminated,6,Elijah Wood,100,2005,89561.79375,3077541.15055,386267.612971,1.098103655,1,Drama
468,David O'Malley,Reel Source,Comedy,PG-13, Kalamazoo?,2006-04-07,0,kalamazoo,5,Josie Davis,93,2006,29137.68,93408.3216,11723.7836611,1.09721704301,1,Comedy
257,Rich Christiano,Five & Two Pictures,Sci-Fi,PG,Unidentified,2006-04-28,0,unidentified,6,Jonathan Aube,85,2006,21007.8,390470.0976,472222.222222,1.09680628813,0,Sci-Fi
391,John Curran,Overture Films,Drama / Thriller,R,Stone,2010-10-08,1,stone,6,Robert De Niro,105,2010,83342.6,2190194.38,24012180.3573,1.09640311088,0,Drama
4837,Bill Condon,Paramount (DreamWorks),Musical,PG-13,Dreamgirls,2006-12-15,0,dreamgirls,3,Jamie Foxx,125,2006,2.00648252648E+11,180104841.734,22154275.7847,1.09560038075,1,Music
328,Wim Wenders,Sony Classics,Drama,R,Don't Come Knocking,2006-03-17,0,dontcomeknocking,6,Sam Shepard,122,2006,40431.6,768037.7232,96397.7274148,1.09554789443,1,Drama
438,John Cameron Mitchell,ThinkFilm,Comedy,Unrated,Shortbus,2006-10-04,1,shortbus,6,Sook-Yin Lee,102,2006,142437.24,3459172.7808,434166.777497,1.09486309658,1,Comedy
498,Troy Duffy,Indican,Action / Crime,R,The Boondock Saints,2000-01-21,1,boondocksaints,5,Willem Dafoe,110,2000,32264.0377358,79856.3661232,8292682.92683,1.09483969776,0,Action
335,Steven Conrad,Third Rail Releasing,Comedy,R,The Promotion,2008-06-06,0,promotion,6,Seann William Scott,85,2008,36849.2873239,596859.457004,74912.8384334,1.09455381764,1,Comedy
359,Matt Dillon,United Artists,Unknown,R,City of Ghosts,2003-04-25,0,cityofghosts,6,Matt Dillon,116,2003,43682.21,730432.1453,91677.7752984,1.09445721176,1,Unknown
4809,Scott Hicks,Universal,Period Drama,PG-13,Snow Falling on Cedars,1999-12-22,0,snowfallingoncedars,3,Ethan Hawke,127,1999,38095151952,42454851.733,50000000,1.09429969097,0,Period
365,Gregor Jordan,Miramax,Unknown,R,Buffalo Soldiers,2003-07-25,0,buffalosoldiers,6,Joaquin Phoenix,98,2003,44297.11,724755.5029,19402173.913,1.09427115046,0,Unknown
464,Peter Hyams,Anchor Bay Films,Thriller,PG-13,Beyond a Reasonable Doubt,2009-09-11,0,beyondareasonabledoubt,5,Michael Douglas,105,2009,19650.488,43079.662912,5406.96305413,1.09411968494,1,Thriller
442,John Requa and Glenn Ficarra,Roadside Attractions,Comedy,R, I Love You Phillip Morris,2010-12-03,0,iloveyouphillipmorris,6,Jim Carrey,100,2010,123772,2465325.39,14189015.6657,1.09379328996,0,Comedy
456,Gus Van Sant,Fine Line,Drama / Thriller,R, Elephant,2003-10-24,0,elephant,6,Alex Frost,81,2003,133499.08,2590796.2795,325175.275874,1.09349335974,1,Drama
195,Maggie Greenwald,Lions Gate,Music Drama,PG-13,Songcatcher,2001-06-15,0,songcatcher,7,Janet McTeer,109,2001,64299.4392857,7182843.22951,901531.636489,1.09321435758,1,Music
427,Jeffrey Blitz,Picturehouse,Comedy,R,Rocket Science,2007-08-10,0,rocketscience,6,Reece Thompson,98,2007,73858.6588235,1138225.12684,6888567.29378,1.09292349976,0,Comedy
484,Jonathan Levine,Sony Classics,Comedy,R,The Wackness,2008-07-03,0,wackness,6,Ben Kingsley,95,2008,167250.785915,3033322.7991,380717.51224,1.09268613732,1,Comedy
414,Steve Buscemi,Sony Classics,Drama,R,Interview,2007-07-13,0,interview,6,Steve Buscemi,86,2007,51752.5411765,663806.911686,83315.5023238,1.0922277078,1,Drama
231,Terence Davies,Sony Classics,Period Drama,PG,The House of Mirth,2000-12-22,0,houseofmirth,7,Gillian Anderson,140,2000,78952.1886792,7975635.89383,1001036.45975,1.09207559518,1,Period
395,Francis Ford Coppola,Sony Classics,Drama,R,Youth Without Youth,2007-12-14,0,youthwithoutyouth,6,Tim Roth,124,2007,36023.3823529,389092.286134,48835.6029609,1.09158319675,1,Drama
433,George Ratliff,Fox Searchlight,Drama / Thriller,R, Joshua,2007-07-06,0,joshua,6,Sam Rockwell,105,2007,64643.9911765,767933.361203,96384.5743258,1.09131953462,1,Drama
4840,Peter Jackson,Paramount (DreamWorks),Drama / Thriller,PG-13,The Lovely Bones,2009-12-11,0,lovelybones,3,Saoirse Ronan,135,2009,1.28138469899E+11,57733883.5308,72108773.7779,1.09127099936,0,Drama
298,David Lynch,Buena Vista,Drama,G,The Straight Story,1999-10-15,0,straightstory,7,Richard Farnsworth,111,1999,158407.392,18265830.7329,2292577.44165,1.09120554459,1,Drama
434,Henry Jaglom,Paramount Classics,Unknown,PG-13,Festival in Cannes,2002-03-08,0,festivalincannes,6,Anouk Aimée,100,2002,60660.6,654693.579203,82171.651285,1.09074123179,1,Unknown
411,Jed Weintrob,Indican,Unknown,Unrated, On Line,2003-06-27,0,online,6,Josh Hamilton,97,2003,36690.94,341706.8798,42888.1725104,1.09045328556,1,Unknown
311,Wim Wenders,Fox,Unknown,R,"Paris, Texas",1984-11-02,1,paristexas,7,Harry Dean Stanton,147,1984,152323.6,14750232.12,1851328.24835,1.09029678933,1,Unknown
297,Craig Gillespie,MGM,Comedy,PG-13,Lars and the Real Girl,2007-10-12,0,larsandtherealgirl,7,Ryan Gosling,106,2007,114086.241176,9509131.00557,13777134.5876,1.09006748311,0,Comedy
416,David Gordon Green,United Artists,Unknown,R, Undertow,2004-10-22,0,undertow,6,Jamie Bell,107,2004,33702.7935484,275002.450333,34515.9843764,1.08960049511,1,Unknown
4883,Paul Weitz,Universal,Comedy / Drama,PG-13,In Good Company,2004-12-29,0,ingoodcompany,3,Dennis Quaid,110,2004,4.04096054581E+11,87724280.2188,10102117.8602,1.08931182284,1,Comedy
327,"Marjane Satrapi, Vincent Paronnaud",Sony Classics,Animation,PG-13,Persepolis,2007-12-25,0,persepolis,7,Chiara Mastroianni,95,2007,112077.511765,7077866.60896,888355.721595,1.08848204205,1,Animation
398,Joshua Marston,Fine Line,Foreign,R,Maria Full of Grace,2004-07-16,0,mariafullofgrace,7,Catalina Sandino Moreno,101,2004,192449.4,12504875.4483,1569509.33871,1.08756403493,1,Foreign
345,Phil Morrison,Sony Classics,Comedy / Drama,R,Junebug,2005-08-03,1,junebug,7,Embeth Davidtz,106,2005,100196.971875,4814345.4134,604257.066259,1.08710417513,1,Comedy
339,Courtney Hunt,Sony Classics,Drama,R,Frozen River,2008-08-01,0,frozenriver,7,Melissa Leo,97,2008,84874.3267606,3667641.77359,460332.231166,1.08680323592,1,Drama
319,Julie Davis,Lions Gate,Romantic Comedy,R,All Over the Guy,2001-08-10,0,allovertheguy,7,Sasha Alexander,95,2001,63746.3357143,2399866.47047,301211.48339,1.08653997867,1,Romantic
4901,Sam Mendes,Paramount Vantage,Drama,R,Revolutionary Road,2008-12-26,0,revolutionaryroad,3,Leonardo DiCaprio,119,2008,3.16624032484E+11,33458850.9476,38689660.6178,1.08522169729,0,Drama
372,Chris Terrio,Sony Classics,Drama,R,Heights,2005-06-17,0,heights,7,Glenn Close,93,2005,70898.953125,2086307.82711,8530465.94982,1.08483136049,1,Drama
469,Russ Parr,Image Entertainment,Romantic Comedy,R,35 and Ticking,2011-05-20,0,35andticking,6,Tamala Jones,90,2011,32373.7518987,134226.960769,16846.9983889,1.08459899717,1,Romantic
318,Rodrigo García,Magnolia,Drama,R,Nine Lives,2005-10-14,0,ninelives,7,Holly Hunter,110,2005,38056.321875,860589.375293,108014.059754,1.08434963207,1,Drama
462,Michael Kalesniko,Artistic License,Unknown,R,How to Kill Your Neighbor's Dog,2002-02-22,0,howtokillyourneighborsdog,6,Kenneth Branagh,105,2002,28041.8068966,109185.988751,23813229.572,1.08427259626,1,Unknown
439,John Curran,Warner Independent,Drama,R,We Don't Live Here Anymore,2004-08-13,0,wedontlivehereanymore,7,Mark Ruffalo,104,2004,140179.209677,3908743.57517,3779777.66014,1.08334340168,0,Drama
428,Wayne Wang,Artisan,Drama,Unrated,The Center of the World,2001-04-20,0,centeroftheworld,7,Peter Sarsgaard,88,2001,103893.075,2585362.89674,324493.388622,1.08316953008,1,Drama
407,Zoe Cassavetes,Magnolia,Romantic Comedy,PG-13,Broken English,2007-06-22,0,brokenenglish,7,Parker Posey,96,2007,69646.8882353,1523463.05951,191212.476313,1.08306225531,1,Romantic
4920,Terrence Malick,New Line,Period Drama,PG-13,The New World,2005-12-25,1,newworld,3,Colin Farrell,150,2005,3.37844473939E+11,22847131.9122,36559139.7849,1.08305750125,0,Period
473,Greg Berlanti,Sony Classics,Romantic Comedy,R,The Broken Hearts Club: A Romantic Comedy,2000-09-29,0,brokenheartsclub,7,Ben Weber,95,2000,177580.098113,4577333.57045,574509.102751,1.08253136604,1,Romantic
4783,Adrienne Shelly,Fox Searchlight,Romantic Comedy,PG-13, Waitress,2007-05-02,0,waitress,4,Keri Russell,104,2007,2776780738.24,30368038.6402,12629040.0386,1.082456682,1,Romantic
430,Sophie Barthes,Samuel Goldwyn,Comedy / Drama,PG-13,Cold Souls,2009-08-07,0,coldsouls,7,Paul Giamatti,101,2009,72417.488,1184679.60582,148691.139656,1.08124107358,1,Comedy
482,Mike White,Paramount Vantage,Drama,PG-13, Year of the Dog,2007-04-13,0,yearofthedog,7,Molly Shannon,97,2007,136551.961765,2451981.74551,307752.403155,1.08086828423,1,Drama
487,Mike Figgis,Sony / Columbia,Drama,R,Timecode,2000-04-28,0,timecode,7,Salma Hayek,97,2000,150794.309434,2772080.70844,6910569.10569,1.0808640872,0,Drama
324,Kenneth Lonergan,Paramount Classics,Drama,R,You Can Count on Me,2000-11-10,0,youcancountonme,8,Laura Linney,111,2000,191301.622642,24067143.1234,3020710.68825,1.08073485557,1,Drama
