,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre,lifetimeRevenue
3166,Mike Nichols,Universal,War Drama,R,Charlie Wilson's War,2007-12-21,0.0,charliewilsonswar,2575.0,Tom Hanks,97.0,2007,12183915.4412,106127807.828,86107091.1722,0.000825842107676,0,War,25909625.2998
1779,Marshall Brickman,Fox,Unknown,PG-13,The Manhattan Project,1986-06-13,0.0,manhattanproject,827.0,John Lithgow,117.0,1986,3486598.94595,20971801.3148,2632201.27376,0.000824591420519,1,Unknown,2377641.19069
1862,Pat O'Connor,MGM,Unknown,R,The January Man,1989-01-13,0.0,januaryman,876.0,Kevin Kline,97.0,1989,3776172.4,22317540.08,2801106.75474,0.000823554504031,1,Unknown,2724258.1983
2865,Steven E. de Souza,Universal,Action,PG-13,Street Fighter,1994-12-23,0.0,streetfighter,1740.0,Jean-Claude Van Damme,162.0,1994,14354748.0732,146372355.226,56207827.2605,0.00082337282021,0,Action,20565598.3637
2866,Andrzej Bartkowiak,Universal,Action,PG-13,Street Fighter: The Legend of Chun-Li,1994-12-23,0.0,streetfighter,1740.0,Kristin Kreuk,162.0,1994,14354748.0732,146372355.226,56207827.2605,0.00082337282021,0,Action,20565598.3637
2204,Jonathan Prince,Buena Vista,Family Comedy,PG,Camp Nowhere,1994-08-26,0.0,campnowhere,1358.0,Jonathan Jackson,96.0,1994,5766724.72683,45876483.6146,35330634.278,0.000823082599253,1,Family,6445734.47562
2706,Bob Clark,Sony / Columbia,Family Comedy,PG,Baby Geniuses,1999-03-12,0.0,babygeniuses,1689.0,Kathleen Turner,95.0,1999,9632915.292,80244043.2668,17142857.1429,0.000821969626555,0,Family,13373440.8332
2770,Phil Joanou,Warner Bros.,Romantic Thriller,R,Final Analysis,1992-02-07,0.0,finalanalysis,1504.0,Richard Gere,125.0,1992,13417113.1171,125207723.433,15715020.0376,0.000821626066473,1,Romance,16579870.2102
3123,Phil Alden Robinson,Universal,Crime Thriller,PG-13,Sneakers,1992-09-11,0.0,sneakers,1731.0,Robert Redford,125.0,1992,20992005.878,225240306.588,28270275.3412,0.000820814670456,1,Crime,29826075.7959
1977,Joel Zwick,Warner Bros.,Unknown,PG,Second Sight,1989-11-03,0.0,secondsight,815.0,John Larroquette,83.0,1989,4744832.4,25985306.6,3261452.65651,0.00082025956468,1,Unknown,3171975.23951
1315,Jim Mallon,Gramercy,Sci-Fi Comedy,PG-13,Mystery Science Theater 3000: The Movie,1996-04-19,1.0,mysterysciencetheater3000,1740.0,Mike Nelson,74.0,1996,402339.6,3830281.065,480744.672278,0.000819523889483,1,Sci-Fi,573724.83016
2784,Lewis Teague,Warner Bros.,Horror,R,Cujo,1983-08-12,0.0,cujo,1239.0,Dee Wallace,91.0,1983,16924462.3935,162064489.916,20340972.2742,0.000818883668843,1,Horror,17171506.4981
1693,Lizzie Borden,Miramax,Romantic Thriller,R,Love Crimes,1992-01-24,0.0,lovecrimes,669.0,Sean Young,87.0,1992,2422008.43902,10019573.041,1257569.4799,0.000818836989905,1,Romance,1326780.93672
3475,Nancy Meyers,Sony / Columbia,Romantic Comedy,PG-13,Something's Gotta Give,2003-12-12,0.0,somethingsgottagive,2677.0,Jack Nicholson,128.0,2003,22972553.89,255057796.336,103478260.87,0.000818307243406,0,Romance,50323871.6022
3671,Gary Ross,Universal,Sports Drama,PG-13,Seabiscuit,2003-07-25,0.0,seabiscuit,1989.0,Tobey Maguire,129.0,2003,29822271.05,245956183.645,112532608.696,0.000818121285295,0,Sports,48528088.8618
1569,Dennis Hopper,Warner Bros.,Action Comedy,R,Chasers,1994-04-22,0.0,chasers,782.0,Tom Berenger,101.0,1994,1535734.2,6992406.23836,877626.234235,0.000818061834352,1,Action,982446.569722
3927,Robert Zemeckis,Fox,Drama,PG-13, Cast Away,2000-12-22,0.0,castaway,2774.0,Tom Hanks,143.0,2000,46758419.5245,612287547.823,124390243.902,0.000818002473665,0,Drama,106101346.866
2260,Christopher Crowe,Paramount,Thriller,R,Whispers in the Dark,1992-08-07,0.0,whispersinthedark,1188.0,Annabella Sciorra,101.0,1992,6648784.30244,48717813.8953,6114646.91316,0.00081673114059,1,Thriller,6451159.794
3112,Adam Shankman,Fox,Family Comedy,PG,Cheaper by the Dozen 2,2005-12-21,0.0,cheaperbythedozen2,3175.0,Steve Martin,100.0,2005,12480396.9469,148403137.208,18626320.9177,0.000816410309136,1,Family,32350471.0163
2155,Robert Townsend,MGM,Fantasy Comedy,PG,The Meteor Man,1993-08-06,0.0,meteorman,1060.0,Robert Townsend,100.0,1993,5531151.40976,35107744.3672,4406424.72526,0.000816318583079,1,Fantasy,4786092.5825
2081,Walter Hill,Universal,Unknown,PG,Streets of Fire,1984-06-01,1.0,streetsoffire,1150.0,Michael Paré,93.0,1984,6308900.0,54683600.4,6863424.44435,0.000816302457814,1,Unknown,5922466.16252
2779,Bryan Spicer,Universal,Comedy,PG-13,For Richer or Poorer,1997-12-12,0.0,forricherorpoorer,1904.0,Tim Allen,116.0,1997,11470449.4667,115034240.845,51900311.5265,0.000816260363378,0,Comedy,17826910.6676
1667,Sam Pillsbury,Warner Bros.,Family Adventure,PG,Free Willy 3: The Rescue,1997-08-08,0.0,freewilly3,1258.0,Jason James Richter,86.0,1997,1892654.57333,12529471.2909,1572592.58618,0.000815510774265,1,Family,1941698.08722
2046,Édouard Molinaro,MGM,Unknown,PG,Just the Way You Are,1984-11-16,0.0,justthewayyouare,1190.0,Kristy McNichol,94.0,1984,5958687.8,53334331.44,6694076.01847,0.000814619401996,1,Unknown,5776334.60386
2875,Andrew Bergman,Columbia,Romantic Comedy,PG-13,Honeymoon in Vegas,1992-08-28,0.0,honeymooninvegas,1637.0,Nicolas Cage,97.0,1992,15314582.2098,154190903.01,42409123.3072,0.000814432181973,0,Romance,20417791.2465
1028,John Duigan,Strand,Unknown,R,Lawn Dogs,1998-05-15,0.0,lawndogs,1740.0,Sam Rockwell,101.0,1998,41950.6043478,370183.337693,11680981.5951,0.000814349055063,0,Unknown,59442.6369173
3850,Ben Affleck,Warner Bros.,Drama / Thriller,R,Argo,2012-10-12,0.0,argo,3232.0,Ben Affleck,120.0,2012,21132984.2051,160450373.963,461292542.488,0.000814149233777,0,Drama,55607862.1663
2977,Albert Hughes,Buena Vista,Action / Crime,R,Dead Presidents,1995-10-06,0.0,deadpresidents,1081.0,Larenz Tate,120.0,1995,15850608.1953,96139988.5416,12066670.0376,0.000813452738366,1,Action,13938112.0132
5121,Don Taylor,Fox,Sci-Fi Adventure,G,Escape from the Planet of the Apes,1971-05-21,0.0,escapefromtheplanetoftheapes,1898.26482529,Roddy McDowall,98.0,1971,19455583.9029,355110128.923,44570477.5446,0.000813380673588,1,Sci-Fi,30039653.5002
1154,Robert M. Young,Paramount,Unknown,PG,Talent for the Game,1991-04-26,0.0,talentforthegame,1740.0,Edward James Olmos,91.0,1991,127823.614286,1403869.75592,176201.971443,0.00081270080674,1,Unknown,180755.296744
1826,Barry Levinson,Paramount,Crime Comedy,R,Jimmy Hollywood,1994-04-01,0.0,jimmyhollywood,944.0,Joe Pesci,117.0,1994,3036482.92683,16566987.6293,48178137.6518,0.000812050427106,0,Crime,2327693.73121
3749,P. J. Hogan,Sony / Columbia,Romantic Comedy,PG-13,My Best Friend's Wedding,1997-06-20,0.0,mybestfriendswedding,2134.0,Julia Roberts,105.0,1997,41333438.8133,462129328.537,56348909.6573,0.000811926161079,0,Romance,71616400.44
1729,Daniel Goldberg,Warner Bros.,Unknown,PG-13,Feds,1988-10-28,0.0,feds,850.0,Rebecca De Mornay,83.0,1988,2905307.28293,16811309.9944,2110011.71108,0.00081014764612,1,Unknown,2000668.67804
1877,Terry Leonard,New World,Unknown,R,Death Before Dishonor,1987-02-20,0.0,deathbeforedishonor,776.0,Fred Dryer,93.0,1987,4065490.0,22003820.96,2761730.64432,0.000809854050647,1,Unknown,2554943.95043
3407,Robert Redford,Buena Vista,Romance,PG-13,The Horse Whisperer,1998-05-15,0.0,horsewhisperer,2039.0,Robert Redford,169.0,1998,25526410.2261,262262123.215,32916941.0144,0.000809114161841,1,Romance,42113057.4504
3237,Mary Lambert,Paramount,Horror,R,Pet Sematary,1989-04-21,0.0,petsematary,1585.0,Dale Midkiff,103.0,1989,26501593.8,278152220.28,34911333.9456,0.000808319795036,1,Horror,33953494.1467
2533,Richard Pryor,Columbia,Drama,R,"Jo Jo Dancer, Your Life Is Calling",1986-05-02,0.0,jojodanceryourlifeiscalling,1203.0,Richard Pryor,98.0,1986,11314253.5297,96976566.8414,12171680.7057,0.000807766527964,1,Drama,10994548.1741
1772,Caroline Thompson,Warner Bros.,Family Adventure,G,Black Beauty,1994-07-29,0.0,blackbeauty,1312.0,Alan Cumming,106.0,1994,2690813.56098,20277911.0876,2545111.63195,0.000807026992446,1,Family,2849085.63806
2438,Ridley Scott,Universal,Fantasy,PG,Legend,1986-04-18,1.0,legend,1187.0,Tom Cruise,114.0,1986,9881270.62703,83360823.8011,10462747.1337,0.000805766238153,1,Fantasy,9450887.18818
1998,Steven Kampmann,Warner Bros.,Unknown,PG-13,Stealing Home,1988-08-26,0.0,stealinghome,984.0,Jodie Foster,98.0,1988,4911242.22439,32702603.2995,4104552.46767,0.000805321863898,1,Unknown,3891848.65032
5290,Steven Hilliard Stern,Buena Vista,Fantasy Comedy,PG,The Devil and Max Devlin,1981-02-06,0.0,devilandmaxdevlin,1862.3731829,Elliott Gould,95.0,1981,10948591.8414,161572345.679,20279215.784,0.000804926330639,1,Fantasy,16412740.7428
3293,Alex Proyas,Miramax,Action Horror,R,The Crow,1994-05-13,1.0,crow,1573.0,Brandon Lee,117.0,1994,24639943.5512,222001526.575,27863761.9429,0.000804766368395,1,Action,31191642.8797
3292,Lance Mungia,Miramax,Action Horror,R,The Crow: Wicked Prayer,1994-05-13,0.0,crow,1573.0,Edward Furlong,117.0,1994,24639943.5512,222001526.575,27863761.9429,0.000804766368395,1,Action,31191642.8797
3291,Tim Pope,Miramax,Action Horror,R,The Crow: City of Angels,1994-05-13,0.0,crow,1573.0,Vincent Pérez,117.0,1994,24639943.5512,222001526.575,27863761.9429,0.000804766368395,1,Action,31191642.8797
1812,John Cornell,Paramount,Comedy,PG,Almost an Angel,1990-12-22,0.0,almostanangel,1373.0,Paul Hogan,96.0,1990,3285659.92857,28962235.8681,3635095.76944,0.00080450646436,1,Comedy,3629298.47751
3003,Chris Columbus,Buena Vista,Sci-Fi,PG,Bicentennial Man,1999-12-17,0.0,bicentennialman,2518.0,Robin Williams,131.0,1999,14131133.016,171449241.637,142857142.857,0.000803032672469,0,Sci-Fi,28573663.4843
3082,Malcolm D. Lee,Universal,Comedy / Drama,R,The Best Man,1999-10-22,0.0,bestman,1346.0,Taye Diggs,121.0,1999,15498328.56,100420955.744,12857142.8571,0.00080227781709,0,Comedy,16736117.1668
2617,Patricia Birch,Paramount,Musical,PG,Grease 2,1982-06-11,1.0,grease2,1250.0,Maxwell Caulfield,115.0,1982,13744009.0966,132802550.036,16668259.8701,0.000801734849112,1,Music,13773813.824
2773,Sean S. Cunningham,Columbia,Comedy,R,Spring Break,1983-03-25,0.0,springbreak,1493.0,Perry Lang,102.0,1983,16353408.0387,184398480.013,23144153.4722,0.000800220711947,1,Comedy,19537899.3845
1684,Paul Aaron,Orion Pictures,Unknown,PG,Maxie,1985-09-27,0.0,maxie,778.0,Glenn Close,98.0,1985,2749353.13714,15410033.8742,1934135.33483,0.000798050638353,1,Unknown,1707027.71435
3055,Kevin Smith,Lions Gate,Fantasy Comedy,R,Dogma,1999-11-12,0.0,dogma,1269.0,Ben Affleck,130.0,1999,14877625.62,90262216.4558,14285714.2857,0.000796784914343,0,Fantasy,15043065.6545
5400,Darrell Roodt,Miramax,Drama,PG-13,"Cry, the Beloved Country",1995-12-15,0.0,crythebelovedcountry,1602.26666667,James Earl Jones,106.0,1995,303285.04186,2670443.86818,23425196.8504,0.000796705011478,1,Drama,387153.63216
3093,Ridley Scott,Paramount,Action Thriller,R,Black Rain,1989-09-22,0.0,blackrain,1610.0,Michael Douglas,125.0,1989,21289624.4,223666346.2,28072724.0274,0.000796542056125,1,Action,27302510.7219
3084,Dennis Dugan,Universal,Family Comedy,PG,Problem Child,1990-07-27,0.0,problemchild,1714.0,John Ritter,172.0,1990,20483524.2857,223148214.297,28007694.1573,0.000796468340873,1,Family,27963016.3257
2058,Michael Tuchner,Buena Vista,Unknown,PG,Trenchcoat,1983-03-11,0.0,trenchcoat,723.0,Robert Hays,91.0,1983,6068609.09032,32972532.7669,4138429.20694,0.000796242546167,1,Unknown,3493597.27698
3281,Peter Chelsom,Miramax,Music Drama,PG-13,Shall We Dance?,2004-10-15,0.0,shallwedance,1772.0,Richard Gere,95.0,2004,16306797.8806,110865953.682,62996294.3356,0.000794501321013,0,Music,22957628.795
2607,Richard Fleischer,Lionsgate,Horror,R,See No Evil,2006-05-19,0.0,seenoevil,1257.0,Mia Farrow,84.0,2006,6047227.56,26193150.72,9444444.44444,0.000793435890079,0,Horror,6031195.83864
2608,Gregory Dark,Lionsgate,Horror,R,See No Evil,2006-05-19,0.0,seenoevil,1257.0,Glenn Jacobs,84.0,2006,6047227.56,26193150.72,9444444.44444,0.000793435890079,0,Horror,6031195.83864
2950,Michael Ritchie,Universal,Comedy,PG,Fletch Lives,1989-03-17,0.0,fletchlives,1479.0,Chevy Chase,95.0,1989,17700672.0,170130646.4,21353368.5714,0.000793280112535,1,Comedy,20767513.2016
2273,Douglas Day Stewart,Paramount,Unknown,R,Thief of Hearts,1984-10-19,0.0,thiefofhearts,1200.0,Steven Bauer,99.0,1984,8038342.0,70540701.4,8853674.28373,0.000792022528333,1,Unknown,7639857.54533
2303,Amy Holden-Jones,Buena Vista,Thriller,R,The Rich Man's Wife,1996-09-13,0.0,richmanswife,1006.0,Halle Berry,95.0,1996,6107694.45,32486989.5675,4077487.70475,0.00079196718728,1,Thriller,4866116.1559
3073,Joe Johnston,Buena Vista,Period Action,PG,The Rocketeer,1991-06-21,0.0,rocketeer,1616.0,Billy Campbell,108.0,1991,19612968.8857,194908416.56,61160058.7372,0.000791790181374,0,Period,25095439.6051
2185,William Lustig,New Line,Unknown,R,Relentless,1989-09-01,0.0,relentless,835.0,Judd Nelson,92.0,1989,6243989.4,33812235.16,4243821.39471,0.000791639017828,1,Unknown,4127393.00601
3330,Anthony Minghella,Paramount,Thriller,R,The Talented Mr. Ripley,1999-12-25,0.0,talentedmrripley,2307.0,Matt Damon,139.0,1999,21858814.692,239395423.822,57142857.1429,0.000791173985262,0,Thriller,39897547.6046
1665,Paul Mazursky,New Line,Comedy,R,Faithful,1996-04-05,0.0,faithful,803.0,Cher,91.0,1996,1887514.2,8002129.2975,1004357.63002,0.000790811168304,1,Comedy,1198611.84968
2552,Richard C. Sarafian,MGM,Action,R,Death Warrant,1990-09-14,0.0,deathwarrant,1089.0,Jean-Claude Van Damme,89.0,1990,10254942.6571,70334072.5843,8827734.94102,0.000789214852323,1,Action,8813661.47661
2613,Alan J. Pakula,Buena Vista,Thriller,R,Consenting Adults,1992-10-16,0.0,consentingadults,1513.0,Kevin Kline,99.0,1992,10512523.6244,94557125.8262,11868014.0442,0.000787224057113,1,Thriller,12521151.4966
2448,John Lafia,New Line,Horror,R,Man's Best Friend,1993-11-19,0.0,mansbestfriend,1220.0,Ally Sheedy,87.0,1993,8080014.10244,56820106.7002,7131577.27368,0.000785793194909,1,Horror,7746048.51769
2391,Carl Reiner,Columbia,Comedy,PG-13,Sibling Rivalry,1990-10-26,0.0,siblingrivalry,1448.0,Kirstie Alley,87.0,1990,8208057.0,74513372.4321,9352291.10389,0.000785626084653,1,Comedy,9337375.41374
3471,Philip Kaufman,Fox,Thriller,R,Rising Sun,1993-07-30,0.0,risingsun,1510.0,Sean Connery,125.0,1993,31800286.2878,276683464.424,34726975.8036,0.000785513034211,1,Thriller,37719104.4498
2927,Victor Salva,Buena Vista,Fantasy Drama,PG-13,Powder,1995-10-27,0.0,powder,1592.0,Sean Patrick Flannery,112.0,1995,14260704.2651,122875112.004,15422247.818,0.00078465685637,1,Fantasy,17814096.9302
2524,Stewart Raffill,MGM,Sci-Fi Comedy,PG,The Ice Pirates,1984-03-16,0.0,icepirates,1175.0,Robert Urich,91.0,1984,11330857.2,96369214.76,12095450.7986,0.000783940631508,1,Sci-Fi,10437195.2349
2762,Jocelyn Moorhouse,Universal,Romance,PG-13,How to Make an American Quilt,1995-10-06,0.0,howtomakeanamericanquilt,1504.0,Winona Ryder,117.0,1995,11553957.6977,93961520.4071,11793256.1786,0.000783919216372,1,Romance,13622283.6744
1717,Mira Nair,Samuel Goldwyn,Romantic Comedy,R,The Perez Family,1995-05-12,0.0,perezfamily,928.0,Marisa Tomei,113.0,1995,2250045.13953,11278661.5439,17178477.6903,0.000783101834962,0,Romance,1635149.43514
2243,Neil Jordan,TriStar,Unknown,PG-13,High Spirits,1988-11-18,0.0,highspirits,825.0,Peter O'Toole,99.0,1988,6923118.29268,37566834.3003,32189349.1124,0.000782748988279,1,Unknown,4470727.66745
2751,Joel Coen,Gramercy,Crime Comedy,R,The Big Lebowski,1998-03-06,1.0,biglebowski,1207.0,Jeff Bridges,117.0,1998,10321822.0696,60715692.9828,7620514.38846,0.000782561571792,1,Crime,9749495.79214
2711,Paul Michael Glaser,Miramax,Sports Comedy,PG,The Air Up There,1994-01-07,0.0,airupthere,1507.0,Kevin Bacon,107.0,1994,10967456.1512,92015323.6416,11548986.7841,0.000782209863398,1,Sports,12928330.5334
3226,John McTiernan,Fox,Action Horror,R,Predator,1987-06-12,0.0,predator,1623.0,Arnold Schwarzenegger,107.0,1987,26469603.6,289120052.32,31426056.338,0.00078143980778,0,Action,33570784.3635
1716,"Don Bluth, Gary Goldman",MGM,Animation,G,The Pebble and the Penguin,1995-04-14,0.0,pebbleandthepenguin,1315.0,voices of Martin Short,74.0,1995,2240858.55349,15861614.8922,1990815.23668,0.000780381721939,1,Animation,2299573.44942
1501,Bob Odenkirk,Sony / Screen Gems,Comedy,R,The Brothers Solomon,2007-09-07,0.0,brotherssolomon,700.0,Will Arnett,91.0,2007,641734.791176,1434319.39417,11480945.4896,0.000779514475981,0,Comedy,350169.091624
2300,Lisa Gottlieb,Columbia,Comedy,PG-13,Just One of the Guys,1985-04-26,0.0,justoneoftheguys,1215.0,Joyce Hyser,100.0,1985,8107293.48,69282948.0783,8695811.21067,0.000779132221895,1,Comedy,7674734.1029
1896,Michael Crichton,Columbia,Unknown,R,Physical Evidence,1989-01-27,0.0,physicalevidence,691.0,Burt Reynolds,99.0,1989,3910187.6,17234910.88,2163176.37366,0.000778637549667,1,Unknown,2103831.6541
1512,Kathryn Bigelow,DEG,Unknown,R,Near Dark,1987-10-02,1.0,neardark,1740.0,Adrian Pasdar,95.0,1987,1398735.8,16307445.88,10475352.1127,0.000778008392173,0,Unknown,1893517.05205
2348,Ron Underwood,Universal,Horror Comedy,PG-13,Tremors,1990-01-19,1.0,tremors,1472.0,Kevin Bacon,95.0,1990,7622962.28571,69556163.4114,8730104.05513,0.000776773924655,1,Horror,8716180.58496
2989,Frank Oz,Paramount,Family Adventure,PG,The Indian in the Cupboard,1995-07-14,0.0,indianinthecupboard,1723.0,Hal Scardino,97.0,1995,15396666.3349,141961925.481,17817866.1069,0.000775817889902,1,Family,20581250.83
2084,James Foley,Warner Bros.,Unknown,PG,Who's That Girl,1987-08-07,0.0,whosthatgirl,944.0,Madonna,94.0,1987,5606051.0,35357211.56,4437735.6402,0.000775768682133,1,Unknown,4105454.86365
1158,Renny Harlin,New World,Unknown,R,Prison,1988-05-06,0.0,prison,1740.0,Viggo Mortensen,102.0,1988,133496.429268,1513949.07469,8047337.27811,0.000775650337278,0,Unknown,180170.997674
1858,Bob Clark,Fox,Unknown,PG-13,Turk 182,1985-02-15,0.0,turk182,792.0,Timothy Hutton,102.0,1985,3895893.63429,21604141.8082,2711566.56475,0.00077560700927,1,Unknown,2393172.46882
5427,Tim Burton,Fox,Sci-Fi Adventure,G,Planet of the Apes,1968-02-08,0.0,planetoftheapes,1898.26482529,Mark Wahlberg,112.0,1968,19455583.9029,355110128.923,44570477.5446,0.000775472632106,1,Sci-Fi,28639639.3764
3939,Steven Spielberg,Paramount,Period Adventure,PG-13,Indiana Jones and the Last Crusade,1989-05-24,0.0,indianajonesandthelastcrusade,2327.0,Harrison Ford,127.0,1989,64581046.2,954311541.04,92129032.2581,0.000775158760595,0,Period,116490931.8
1855,Alan Rudolph,Lorimar,Unknown,PG,Made in Heaven,1987-11-06,0.0,madeinheaven,898.0,Kelly McGillis,103.0,1987,3691938.8,22132569.8,2777890.98619,0.00077514738673,1,Unknown,2569893.44808
3999,John Lasseter,Buena Vista,Animation,G,Toy Story,1995-11-22,0.0,toystory,2457.0,Tim Allen,81.0,1995,58145696.2465,763620779.18,95843308.8812,0.000774916467985,1,Animation,110707647.435
2929,John Badham,Warner Bros.,Action,R,Point of No Return,1993-03-19,0.0,pointofnoreturn,1545.0,Bridget Fonda,109.0,1993,14984423.8098,131547654.511,16510752.8511,0.000774627204982,1,Action,17933343.9061
1765,Phil Roman,Miramax,Animation,G,Tom and Jerry: The Movie,1993-07-30,0.0,tomandjerry,1045.0,,84.0,1993,2628225.6,15592439.6247,1957029.68621,0.000773950717887,1,Animation,2125652.35894
1764,Phil Roman,Miramax,Animation,G,Tom and Jerry: The Movie,1993-07-30,0.0,tomandjerry,1045.0,Richard Kind,84.0,1993,2628225.6,15592439.6247,1957029.68621,0.000773950717887,1,Animation,2125652.35894
1367,David Veloz,Artisan,Comedy / Drama,R,Permanent Midnight,1998-09-18,0.0,permanentmidnight,1740.0,Ben Stiller,88.0,1998,486004.773913,4073954.53763,511328.387102,0.000773584206637,1,Comedy,654180.174362
2377,,Buena Vista,Animation,G,DuckTales the Movie: Treasure of the Lost Lamp,1990-08-03,0.0,ducktalesthemovie,1549.0,,74.0,1990,7906604.82857,75601722.4644,9488892.58311,0.000773536550862,1,Animation,9473758.08576
1758,Harvey Miller,Fox,Unknown,PG-13,Bad Medicine,1985-11-22,0.0,badmedicine,731.0,Steve Guttenberg,98.0,1985,3161810.89714,16138235.284,2025532.29752,0.000773463373096,1,Unknown,1787693.33769
3216,Ron Shelton,Warner Bros.,Sports Comedy,R,Tin Cup,1996-08-16,0.0,tincup,2012.0,Kevin Costner,135.0,1996,19751226.3,204782070.87,25702527.576,0.000771867742814,1,Sports,30673612.9375
2307,Walter Hill,TriStar,Unknown,R,Extreme Prejudice,1987-04-24,0.0,extremeprejudice,1071.0,Nick Nolte,104.0,1987,7697705.4,54729964.96,6869240.62329,0.000770828365481,1,Unknown,6354895.95811
1650,Robert Radler,Taurus Ent.,Action,PG-13,Best of the Best,1989-11-10,0.0,bestofthebest,600.0,Eric Roberts,97.0,1989,2178000.0,8228000.0,1032706.42175,0.000768576498245,1,Action,1004375.76791
3617,Joel Schumacher,Warner Bros.,Thriller,PG-13,The Client,1994-07-22,0.0,client,2052.0,Susan Sarandon,122.0,1994,35940284.8683,403402154.614,48178137.6518,0.000768531426142,1,Thriller,56678781.1676
1820,Roland Joffé,Paramount,Unknown,PG-13,Fat Man and Little Boy,1989-10-20,0.0,fatmanandlittleboy,843.0,Paul Newman,126.0,1989,3249386.8,17245704.08,38387096.7742,0.000768517721252,1,Unknown,2105149.15878
4205,John Lee Hancock,Warner Bros.,Sports Drama,PG-13,The Blind Side,2009-11-20,0.0,blindside,3110.0,Sandra Bullock,126.0,2009,39032561.568,334983379.474,32171606.7625,0.000767115150871,0,Sports,93121079.6975
3209,Irwin Winkler,Sony / Columbia,Thriller,PG-13,The Net,1995-07-28,0.0,net,1906.0,Sandra Bullock,115.0,1995,20028802.814,201969181.322,25349476.044,0.00076702073108,1,Thriller,29280938.2982
2952,Doug McHenry,Fox Searchlight,Comedy / Drama,PG,Kingdom Come,2001-04-11,0.0,kingdomcome,1111.0,LL Cool J,94.0,2001,11586499.4143,54577661.3725,9407114.62451,0.000765445142419,0,Comedy,9853269.79037
2554,Gary Goddard,Cannon Films,Fantasy,PG,Masters of the Universe,1987-08-07,0.0,mastersoftheuniverse,1185.0,Dolph Lundgren,106.0,1987,10742969.6,83908030.8,10531426.1473,0.00076532183905,1,Fantasy,9742867.66259
940,Julia Sweeney,Miramax,Unknown,PG-13,"God Said ""Ha!""",1999-02-12,0.0,godsaidha,1740.0,Julia Sweeney,85.0,1999,20629.752,164812.39632,20685.8587004,0.000765203549205,1,Unknown,27467.5694423
3203,Martin Scorsese,Universal,Crime Drama,R,Casino,1995-11-22,0.0,casino,1616.0,Robert De Niro,178.0,1995,19846697.3023,169259491.777,21244023.5387,0.000765109006783,1,Crime,24538777.1672
2664,Stephen Sommers,Buena Vista,Family Adventure,PG,The Adventures of Huck Finn,1993-04-02,0.0,adventuresofhuckfinn,1786.0,Elijah Wood,108.0,1993,10532533.8585,105557395.44,79058823.5294,0.000764984287915,1,Family,14390200.1239
2418,,Paramount,Action,R,The Perfect Weapon,1991-03-15,0.0,perfectweapon,1229.0,Jeff Speakman,90.0,1991,8037768.51429,58681790.0181,7365240.64426,0.000764856902117,1,Action,7555575.80997
2056,Richard Fleischer,MGM,Action Fantasy,PG-13,Red Sonja,1985-07-05,0.0,redsonja,1091.0,Arnold Schwarzenegger,89.0,1985,5548938.49714,41757824.1945,5241088.35801,0.000764082368779,1,Action,4625672.06358
2324,Robert Butler,Orion Pictures,Comedy,R,Up the Creek,1984-04-06,0.0,upthecreek,1346.0,Tim Matheson,95.0,1984,8348293.2,79147898.44,9933978.61794,0.000762855218548,1,Comedy,8572053.53921
3183,Jay Roach,New Line,Comedy,PG-13,Austin Powers: International Man of Mystery,1997-05-02,0.0,austinpowers,2187.0,Mike Myers,100.0,1997,18205064.9733,195888656.188,244672897.196,0.000762460286752,0,Comedy,30356957.624
3184,Jay Roach,New Line,Comedy,PG-13,Austin Powers: The Spy Who Shagged Me,1997-05-02,0.0,austinpowers,2187.0,Mike Myers,100.0,1997,18205064.9733,195888656.188,244672897.196,0.000762460286752,0,Comedy,30356957.624
2287,Ernest R. Dickerson,New Line,Action,R,Surviving the Game,1994-04-15,0.0,survivingthegame,1025.0,Ice-T,96.0,1994,6084408.6439,33840140.904,4247324.25435,0.000762381258681,1,Action,4754605.09827
1347,Bob Logan,New Line,Horror Comedy,PG-13,Repossessed,1990-09-14,0.0,repossessed,1740.0,Linda Blair,89.0,1990,545391.785714,5769380.70164,724124.29,0.000761836817338,1,Horror,722969.203482
2492,"Kevin Yagher (as ""Alan Smithee"")",New World,Horror,R,Hellraiser: Bloodline,1987-09-18,0.0,hellraiser,1097.0,Bruce Ramsay,93.0,1987,9797110.4,70489890.68,8847292.98409,0.00076156237942,1,Horror,8184838.44631
2491,Clive Barker,New World,Horror,R,Hellraiser,1987-09-18,0.0,hellraiser,1097.0,Andrew Robinson,93.0,1987,9797110.4,70489890.68,8847292.98409,0.00076156237942,1,Horror,8184838.44631
2254,Paul Mazursky,Universal,Unknown,PG-13,Moon Over Parador,1988-09-09,0.0,moonoverparador,1145.0,Richard Dreyfuss,104.0,1988,6840928.17073,50117852.4299,6290367.87644,0.000761457296378,1,Unknown,5964390.49669
2594,Nadia Tass,Universal,Comedy,PG,Pure Luck,1991-08-09,0.0,pureluck,1561.0,Martin Short,96.0,1991,10236369.0,94490943.69,11859708.0241,0.000761387188466,1,Comedy,12166184.5725
